Class combination;Number of classes;K worst features rejected;Mean Accuracy;Worst features labels
(1, 2, 3, 4, 5, 6);6;234;0.67;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 ZC48 SSC1 VAR19 MAV14 ZC23 SSC2 MAV46 VAR10 ZC6 SSC28 MAV51 MAV1 ZC2 VAR12 MAV54 WL35 WL62 MAV19 VAR20 ZC20 ZC33 ZC19 SSC11 WL17 WL19
(1, 2, 3, 4, 5, 6);6;235;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 ZC48 SSC1 VAR19 MAV14 ZC23 SSC2 MAV46 VAR10 ZC6 SSC28 MAV51 MAV1 ZC2 VAR12 MAV54 WL35 WL62 MAV19 VAR20 ZC20 ZC33 ZC19 SSC11 WL17 WL19 SSC41
(1, 2, 3, 4, 5, 6);6;236;0.67;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1
(1, 2, 3, 4, 5, 6);6;237;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18
(1, 2, 3, 4, 5, 6);6;238;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 WL6
(1, 2, 3, 4, 5, 6);6;239;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 WL6 VAR11
(1, 2, 3, 4, 5, 6);6;240;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 WL6 VAR11 MAV64
(1, 2, 3, 4, 5, 6);6;241;0.67;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 VAR11 MAV52 MAV64 WL6
(1, 2, 3, 4, 5, 6);6;242;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 VAR11 MAV52 MAV64 WL6 MAV48
(1, 2, 3, 4, 5, 6);6;243;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 MAV52 MAV64 MAV48 WL6 VAR11 SSC20
(1, 2, 3, 4, 5, 6);6;244;0.64;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 MAV52 MAV64 MAV48 WL6 VAR11 SSC20 ZC52
